Date,Room Number,Bed Number,Total Beds,Available Beds,Busy Bees
2012-01-18,1,Bed Number 1,89,33,56
2012-01-18,2,Bed Number 2,53,6,47
2012-01-18,3,Bed Number 3,76,69,7
2012-01-19,1,Bed Number 1,51,14,37
2012-01-19,2,Bed Number 2,16,6,10
2012-01-19,3,Bed Number 3,19,4,15
2012-01-20,1,Bed Number 1,92,86,6
2012-01-20,2,Bed Number 2,43,6,37
2012-01-20,3,Bed Number 3,31,6,25
2012-01-21,1,Bed Number 1,30,5,25
2012-01-21,2,Bed Number 2,13,0,13
2012-01-21,3,Bed Number 3,45,27,18
2012-01-22,1,Bed Number 1,12,0,12
2012-01-22,2,Bed Number 2,92,66,26
2012-01-22,3,Bed Number 3,63,63,0
2012-01-23,1,Bed Number 1,79,50,29
2012-01-23,2,Bed Number 2,48,13,35
2012-01-23,3,Bed Number 3,60,33,27
2012-01-24,1,Bed Number 1,18,5,13
2012-01-24,2,Bed Number 2,81,25,56
2012-01-24,3,Bed Number 3,47,28,19
2012-01-25,1,Bed Number 1,88,23,65
2012-01-25,2,Bed Number 2,67,39,28
2012-01-25,3,Bed Number 3,38,31,7
2012-01-26,1,Bed Number 1,86,10,76
2012-01-26,2,Bed Number 2,65,21,44
2012-01-26,3,Bed Number 3,19,16,3
2012-01-27,1,Bed Number 1,94,7,87
2012-01-27,2,Bed Number 2,72,17,55
2012-01-27,3,Bed Number 3,47,1,46
2012-01-28,1,Bed Number 1,57,45,12
2012-01-28,2,Bed Number 2,43,3,40
2012-01-28,3,Bed Number 3,51,36,15
2012-01-29,1,Bed Number 1,22,3,19
2012-01-29,2,Bed Number 2,30,25,5
2012-01-29,3,Bed Number 3,15,14,1
2012-01-30,1,Bed Number 1,96,90,6
2012-01-30,2,Bed Number 2,56,56,0
2012-01-30,3,Bed Number 3,18,0,18
2012-01-31,1,Bed Number 1,13,11,2
2012-01-31,2,Bed Number 2,19,7,12
2012-01-31,3,Bed Number 3,65,4,61
2012-02-01,1,Bed Number 1,62,40,22
2012-02-01,2,Bed Number 2,95,74,21
2012-02-01,3,Bed Number 3,42,36,6
2012-02-02,1,Bed Number 1,57,10,47
2012-02-02,2,Bed Number 2,56,2,54
2012-02-02,3,Bed Number 3,100,57,43
2012-02-03,1,Bed Number 1,18,7,11
2012-02-03,2,Bed Number 2,67,60,7
2012-02-03,3,Bed Number 3,35,20,15
2012-02-04,1,Bed Number 1,48,5,43
2012-02-04,2,Bed Number 2,87,65,22
2012-02-04,3,Bed Number 3,16,2,14
2012-02-05,1,Bed Number 1,61,15,46
2012-02-05,2,Bed Number 2,33,6,27
2012-02-05,3,Bed Number 3,54,12,42
2012-02-06,1,Bed Number 1,40,7,33
2012-02-06,2,Bed Number 2,59,51,8
2012-02-06,3,Bed Number 3,32,14,18
2012-02-07,1,Bed Number 1,41,19,22
2012-02-07,2,Bed Number 2,96,24,72
2012-02-07,3,Bed Number 3,40,36,4
2012-02-08,1,Bed Number 1,98,51,47
2012-02-08,2,Bed Number 2,93,49,44
2012-02-08,3,Bed Number 3,48,46,2
2012-02-09,1,Bed Number 1,77,1,76
2012-02-09,2,Bed Number 2,32,25,7
2012-02-09,3,Bed Number 3,85,84,1
2012-02-10,1,Bed Number 1,42,40,2
2012-02-10,2,Bed Number 2,18,17,1
2012-02-10,3,Bed Number 3,22,10,12
2012-02-11,1,Bed Number 1,81,3,78
2012-02-11,2,Bed Number 2,75,55,20
2012-02-11,3,Bed Number 3,77,4,73
2012-02-12,1,Bed Number 1,24,6,18
2012-02-12,2,Bed Number 2,42,37,5
2012-02-12,3,Bed Number 3,16,5,11
2012-02-13,1,Bed Number 1,20,12,8
2012-02-13,2,Bed Number 2,25,8,17
2012-02-13,3,Bed Number 3,69,2,67
2012-02-14,1,Bed Number 1,87,26,61
2012-02-14,2,Bed Number 2,17,14,3
2012-02-14,3,Bed Number 3,95,77,18
2012-02-15,1,Bed Number 1,34,30,4
2012-02-15,2,Bed Number 2,30,11,19
2012-02-15,3,Bed Number 3,64,62,2
2012-02-16,1,Bed Number 1,94,81,13
2012-02-16,2,Bed Number 2,14,7,7
2012-02-16,3,Bed Number 3,17,6,11
2012-02-17,1,Bed Number 1,37,20,17
2012-02-17,2,Bed Number 2,87,44,43
2012-02-17,3,Bed Number 3,85,61,24
2012-02-18,1,Bed Number 1,92,34,58
2012-02-18,2,Bed Number 2,70,23,47
2012-02-18,3,Bed Number 3,23,15,8
2012-02-19,1,Bed Number 1,31,23,8
2012-02-19,2,Bed Number 2,24,7,17
2012-02-19,3,Bed Number 3,93,37,56
2012-02-20,1,Bed Number 1,31,18,13
2012-02-20,2,Bed Number 2,17,9,8
2012-02-20,3,Bed Number 3,38,36,2
2012-02-21,1,Bed Number 1,55,40,15
2012-02-21,2,Bed Number 2,29,8,21
2012-02-21,3,Bed Number 3,66,58,8
2012-02-22,1,Bed Number 1,44,42,2
2012-02-22,2,Bed Number 2,98,3,95
2012-02-22,3,Bed Number 3,37,2,35
2012-02-23,1,Bed Number 1,44,43,1
2012-02-23,2,Bed Number 2,73,29,44
2012-02-23,3,Bed Number 3,10,1,9
2012-02-24,1,Bed Number 1,80,24,56
2012-02-24,2,Bed Number 2,99,45,54
2012-02-24,3,Bed Number 3,83,81,2
2012-02-25,1,Bed Number 1,68,5,63
2012-02-25,2,Bed Number 2,87,26,61
2012-02-25,3,Bed Number 3,69,52,17
2012-02-26,1,Bed Number 1,63,38,25
2012-02-26,2,Bed Number 2,50,28,22
2012-02-26,3,Bed Number 3,69,42,27
2012-02-27,1,Bed Number 1,92,52,40
2012-02-27,2,Bed Number 2,79,26,53
2012-02-27,3,Bed Number 3,47,11,36
2012-02-28,1,Bed Number 1,57,53,4
2012-02-28,2,Bed Number 2,91,66,25
2012-02-28,3,Bed Number 3,100,41,59
2012-02-29,1,Bed Number 1,92,74,18
2012-02-29,2,Bed Number 2,42,2,40
2012-02-29,3,Bed Number 3,38,2,36
2012-03-01,1,Bed Number 1,78,9,69
2012-03-01,2,Bed Number 2,25,17,8
2012-03-01,3,Bed Number 3,96,22,74
2012-03-02,1,Bed Number 1,82,18,64
2012-03-02,2,Bed Number 2,83,62,21
2012-03-02,3,Bed Number 3,31,21,10
2012-03-03,1,Bed Number 1,51,1,50
2012-03-03,2,Bed Number 2,79,51,28
2012-03-03,3,Bed Number 3,11,3,8
2012-03-04,1,Bed Number 1,35,5,30
2012-03-04,2,Bed Number 2,93,88,5
2012-03-04,3,Bed Number 3,56,7,49
2012-03-05,1,Bed Number 1,76,6,70
2012-03-05,2,Bed Number 2,26,11,15
2012-03-05,3,Bed Number 3,57,39,18
2012-03-06,1,Bed Number 1,37,18,19
2012-03-06,2,Bed Number 2,92,50,42
2012-03-06,3,Bed Number 3,56,9,47
2012-03-07,1,Bed Number 1,53,30,23
2012-03-07,2,Bed Number 2,46,16,30
2012-03-07,3,Bed Number 3,79,30,49
2012-03-08,1,Bed Number 1,81,36,45
2012-03-08,2,Bed Number 2,87,32,55
2012-03-08,3,Bed Number 3,23,16,7
2012-03-09,1,Bed Number 1,54,19,35
2012-03-09,2,Bed Number 2,84,64,20
2012-03-09,3,Bed Number 3,34,14,20
2012-03-10,1,Bed Number 1,73,57,16
2012-03-10,2,Bed Number 2,63,7,56
2012-03-10,3,Bed Number 3,93,32,61
2012-03-11,1,Bed Number 1,11,11,0
2012-03-11,2,Bed Number 2,71,52,19
2012-03-11,3,Bed Number 3,70,63,7
2012-03-12,1,Bed Number 1,23,20,3
2012-03-12,2,Bed Number 2,50,41,9
2012-03-12,3,Bed Number 3,54,34,20
2012-03-13,1,Bed Number 1,52,0,52
2012-03-13,2,Bed Number 2,60,25,35
2012-03-13,3,Bed Number 3,55,13,42
2012-03-14,1,Bed Number 1,31,4,27
2012-03-14,2,Bed Number 2,42,8,34
2012-03-14,3,Bed Number 3,96,2,94
2012-03-15,1,Bed Number 1,75,15,60
2012-03-15,2,Bed Number 2,70,38,32
2012-03-15,3,Bed Number 3,11,7,4
2012-03-16,1,Bed Number 1,31,10,21
2012-03-16,2,Bed Number 2,64,38,26
2012-03-16,3,Bed Number 3,84,24,60
2012-03-17,1,Bed Number 1,100,9,91
2012-03-17,2,Bed Number 2,71,12,59
2012-03-17,3,Bed Number 3,37,8,29
2012-03-18,1,Bed Number 1,87,28,59
2012-03-18,2,Bed Number 2,51,4,47
2012-03-18,3,Bed Number 3,92,18,74
2012-03-19,1,Bed Number 1,90,20,70
2012-03-19,2,Bed Number 2,88,52,36
2012-03-19,3,Bed Number 3,66,52,14
2012-03-20,1,Bed Number 1,23,15,8
2012-03-20,2,Bed Number 2,16,11,5
2012-03-20,3,Bed Number 3,42,13,29
2012-03-21,1,Bed Number 1,21,16,5
2012-03-21,2,Bed Number 2,11,0,11
2012-03-21,3,Bed Number 3,72,28,44
2012-03-22,1,Bed Number 1,34,30,4
2012-03-22,2,Bed Number 2,44,5,39
2012-03-22,3,Bed Number 3,62,0,62
2012-03-23,1,Bed Number 1,87,31,56
2012-03-23,2,Bed Number 2,81,44,37
2012-03-23,3,Bed Number 3,26,9,17
2012-03-24,1,Bed Number 1,51,48,3
2012-03-24,2,Bed Number 2,42,11,31
2012-03-24,3,Bed Number 3,38,26,12
2012-03-25,1,Bed Number 1,71,27,44
2012-03-25,2,Bed Number 2,10,4,6
2012-03-25,3,Bed Number 3,90,41,49
2012-03-26,1,Bed Number 1,12,3,9
2012-03-26,2,Bed Number 2,67,8,59
2012-03-26,3,Bed Number 3,44,37,7
2012-03-27,1,Bed Number 1,57,11,46
2012-03-27,2,Bed Number 2,12,0,12
2012-03-27,3,Bed Number 3,88,46,42
2012-03-28,1,Bed Number 1,22,6,16
2012-03-28,2,Bed Number 2,12,5,7
2012-03-28,3,Bed Number 3,59,29,30
2012-03-29,1,Bed Number 1,34,34,0
2012-03-29,2,Bed Number 2,98,10,88
2012-03-29,3,Bed Number 3,71,27,44
2012-03-30,1,Bed Number 1,72,32,40
2012-03-30,2,Bed Number 2,75,68,7
2012-03-30,3,Bed Number 3,100,20,80
2012-03-31,1,Bed Number 1,42,24,18
2012-03-31,2,Bed Number 2,59,17,42
2012-03-31,3,Bed Number 3,24,6,18
2012-04-01,1,Bed Number 1,86,9,77
2012-04-01,2,Bed Number 2,59,28,31
2012-04-01,3,Bed Number 3,96,82,14
2012-04-02,1,Bed Number 1,95,51,44
2012-04-02,2,Bed Number 2,42,30,12
2012-04-02,3,Bed Number 3,79,11,68
2012-04-03,1,Bed Number 1,20,11,9
2012-04-03,2,Bed Number 2,99,5,94
2012-04-03,3,Bed Number 3,87,58,29
2012-04-04,1,Bed Number 1,49,48,1
2012-04-04,2,Bed Number 2,82,50,32
2012-04-04,3,Bed Number 3,49,9,40
2012-04-05,1,Bed Number 1,38,18,20
2012-04-05,2,Bed Number 2,19,0,19
2012-04-05,3,Bed Number 3,48,26,22
2012-04-06,1,Bed Number 1,93,66,27
2012-04-06,2,Bed Number 2,62,7,55
2012-04-06,3,Bed Number 3,42,19,23
2012-04-07,1,Bed Number 1,59,39,20
2012-04-07,2,Bed Number 2,45,3,42
2012-04-07,3,Bed Number 3,40,10,30
2012-04-08,1,Bed Number 1,78,76,2
2012-04-08,2,Bed Number 2,73,6,67
2012-04-08,3,Bed Number 3,53,3,50
2012-04-09,1,Bed Number 1,23,14,9
2012-04-09,2,Bed Number 2,47,11,36
2012-04-09,3,Bed Number 3,54,7,47
2012-04-10,1,Bed Number 1,74,17,57
2012-04-10,2,Bed Number 2,52,7,45
2012-04-10,3,Bed Number 3,27,14,13
2012-04-11,1,Bed Number 1,88,10,78
2012-04-11,2,Bed Number 2,50,10,40
2012-04-11,3,Bed Number 3,96,3,93
2012-04-12,1,Bed Number 1,49,45,4
2012-04-12,2,Bed Number 2,58,35,23
2012-04-12,3,Bed Number 3,13,13,0
2012-04-13,1,Bed Number 1,89,15,74
2012-04-13,2,Bed Number 2,71,21,50
2012-04-13,3,Bed Number 3,87,23,64
2012-04-14,1,Bed Number 1,30,29,1
2012-04-14,2,Bed Number 2,18,9,9
2012-04-14,3,Bed Number 3,80,69,11
2012-04-15,1,Bed Number 1,80,77,3
2012-04-15,2,Bed Number 2,85,72,13
2012-04-15,3,Bed Number 3,58,29,29
2012-04-16,1,Bed Number 1,31,8,23
2012-04-16,2,Bed Number 2,13,3,10
2012-04-16,3,Bed Number 3,45,29,16
2012-04-17,1,Bed Number 1,54,22,32
2012-04-17,2,Bed Number 2,58,33,25
2012-04-17,3,Bed Number 3,36,6,30
2012-04-18,1,Bed Number 1,96,62,34
2012-04-18,2,Bed Number 2,41,15,26
2012-04-18,3,Bed Number 3,65,59,6
2012-04-19,1,Bed Number 1,33,30,3
2012-04-19,2,Bed Number 2,76,19,57
2012-04-19,3,Bed Number 3,55,28,27
2012-04-20,1,Bed Number 1,66,46,20
2012-04-20,2,Bed Number 2,96,9,87
2012-04-20,3,Bed Number 3,47,12,35
2012-04-21,1,Bed Number 1,32,4,28
2012-04-21,2,Bed Number 2,27,27,0
2012-04-21,3,Bed Number 3,65,64,1
2012-04-22,1,Bed Number 1,41,2,39
2012-04-22,2,Bed Number 2,37,16,21
2012-04-22,3,Bed Number 3,24,17,7
2012-04-23,1,Bed Number 1,77,68,9
2012-04-23,2,Bed Number 2,68,25,43
2012-04-23,3,Bed Number 3,100,40,60
2012-04-24,1,Bed Number 1,89,2,87
2012-04-24,2,Bed Number 2,26,17,9
2012-04-24,3,Bed Number 3,59,26,33
2012-04-25,1,Bed Number 1,30,16,14
2012-04-25,2,Bed Number 2,77,67,10
2012-04-25,3,Bed Number 3,12,4,8
2012-04-26,1,Bed Number 1,10,10,0
2012-04-26,2,Bed Number 2,12,1,11
2012-04-26,3,Bed Number 3,83,40,43
2012-04-27,1,Bed Number 1,25,18,7
2012-04-27,2,Bed Number 2,46,15,31
2012-04-27,3,Bed Number 3,35,17,18
2012-04-28,1,Bed Number 1,83,61,22
2012-04-28,2,Bed Number 2,11,6,5
2012-04-28,3,Bed Number 3,13,7,6
2012-04-29,1,Bed Number 1,80,39,41
2012-04-29,2,Bed Number 2,86,74,12
2012-04-29,3,Bed Number 3,18,9,9
2012-04-30,1,Bed Number 1,89,44,45
2012-04-30,2,Bed Number 2,62,62,0
2012-04-30,3,Bed Number 3,55,41,14
2012-05-01,1,Bed Number 1,32,9,23
2012-05-01,2,Bed Number 2,64,9,55
2012-05-01,3,Bed Number 3,82,71,11
2012-05-02,1,Bed Number 1,84,27,57
2012-05-02,2,Bed Number 2,77,67,10
2012-05-02,3,Bed Number 3,64,52,12
2012-05-03,1,Bed Number 1,73,32,41
2012-05-03,2,Bed Number 2,90,56,34
2012-05-03,3,Bed Number 3,70,58,12
2012-05-04,1,Bed Number 1,87,50,37
2012-05-04,2,Bed Number 2,84,49,35
2012-05-04,3,Bed Number 3,27,14,13
2012-05-05,1,Bed Number 1,70,70,0
2012-05-05,2,Bed Number 2,63,63,0
2012-05-05,3,Bed Number 3,13,5,8
2012-05-06,1,Bed Number 1,24,7,17
2012-05-06,2,Bed Number 2,34,12,22
2012-05-06,3,Bed Number 3,23,15,8
2012-05-07,1,Bed Number 1,50,8,42
2012-05-07,2,Bed Number 2,70,1,69
2012-05-07,3,Bed Number 3,99,58,41
2012-05-08,1,Bed Number 1,15,0,15
2012-05-08,2,Bed Number 2,25,14,11
2012-05-08,3,Bed Number 3,18,18,0
2012-05-09,1,Bed Number 1,34,7,27
2012-05-09,2,Bed Number 2,80,8,72
2012-05-09,3,Bed Number 3,27,17,10
2012-05-10,1,Bed Number 1,82,40,42
2012-05-10,2,Bed Number 2,95,89,6
2012-05-10,3,Bed Number 3,92,1,91
2012-05-11,1,Bed Number 1,18,3,15
2012-05-11,2,Bed Number 2,19,18,1
2012-05-11,3,Bed Number 3,62,42,20
2012-05-12,1,Bed Number 1,68,15,53
2012-05-12,2,Bed Number 2,78,7,71
2012-05-12,3,Bed Number 3,33,10,23
2012-05-13,1,Bed Number 1,44,6,38
2012-05-13,2,Bed Number 2,76,48,28
2012-05-13,3,Bed Number 3,68,18,50
2012-05-14,1,Bed Number 1,25,24,1
2012-05-14,2,Bed Number 2,56,49,7
2012-05-14,3,Bed Number 3,67,62,5
2012-05-15,1,Bed Number 1,63,10,53
2012-05-15,2,Bed Number 2,66,36,30
2012-05-15,3,Bed Number 3,14,2,12
2012-05-16,1,Bed Number 1,18,17,1
2012-05-16,2,Bed Number 2,38,15,23
2012-05-16,3,Bed Number 3,91,80,11
2012-05-17,1,Bed Number 1,80,18,62
2012-05-17,2,Bed Number 2,21,2,19
2012-05-17,3,Bed Number 3,29,14,15
2012-05-18,1,Bed Number 1,38,26,12
2012-05-18,2,Bed Number 2,46,30,16
2012-05-18,3,Bed Number 3,20,5,15
2012-05-19,1,Bed Number 1,94,63,31
2012-05-19,2,Bed Number 2,88,69,19
2012-05-19,3,Bed Number 3,22,12,10
2012-05-20,1,Bed Number 1,31,24,7
2012-05-20,2,Bed Number 2,11,2,9
2012-05-20,3,Bed Number 3,52,8,44
2012-05-21,1,Bed Number 1,44,31,13
2012-05-21,2,Bed Number 2,53,34,19
2012-05-21,3,Bed Number 3,76,37,39
2012-05-22,1,Bed Number 1,56,34,22
2012-05-22,2,Bed Number 2,84,7,77
2012-05-22,3,Bed Number 3,59,47,12
2012-05-23,1,Bed Number 1,75,43,32
2012-05-23,2,Bed Number 2,40,13,27
2012-05-23,3,Bed Number 3,63,40,23
2012-05-24,1,Bed Number 1,90,33,57
2012-05-24,2,Bed Number 2,86,58,28
2012-05-24,3,Bed Number 3,74,45,29
2012-05-25,1,Bed Number 1,64,37,27
2012-05-25,2,Bed Number 2,39,28,11
2012-05-25,3,Bed Number 3,15,10,5
2012-05-26,1,Bed Number 1,83,74,9
2012-05-26,2,Bed Number 2,57,9,48
2012-05-26,3,Bed Number 3,14,9,5
2012-05-27,1,Bed Number 1,35,17,18
2012-05-27,2,Bed Number 2,42,12,30
2012-05-27,3,Bed Number 3,97,47,50
2012-05-28,1,Bed Number 1,31,13,18
2012-05-28,2,Bed Number 2,73,6,67
2012-05-28,3,Bed Number 3,11,9,2
2012-05-29,1,Bed Number 1,39,8,31
2012-05-29,2,Bed Number 2,97,75,22
2012-05-29,3,Bed Number 3,78,40,38
2012-05-30,1,Bed Number 1,78,59,19
2012-05-30,2,Bed Number 2,47,9,38
2012-05-30,3,Bed Number 3,10,9,1
2012-05-31,1,Bed Number 1,41,20,21
2012-05-31,2,Bed Number 2,51,10,41
2012-05-31,3,Bed Number 3,72,56,16
2012-06-01,1,Bed Number 1,71,40,31
2012-06-01,2,Bed Number 2,96,63,33
2012-06-01,3,Bed Number 3,87,42,45
2012-06-02,1,Bed Number 1,55,13,42
2012-06-02,2,Bed Number 2,93,43,50
2012-06-02,3,Bed Number 3,55,44,11
2012-06-03,1,Bed Number 1,21,20,1
2012-06-03,2,Bed Number 2,100,62,38
2012-06-03,3,Bed Number 3,71,45,26
2012-06-04,1,Bed Number 1,31,4,27
2012-06-04,2,Bed Number 2,14,13,1
2012-06-04,3,Bed Number 3,83,4,79
2012-06-05,1,Bed Number 1,44,15,29
2012-06-05,2,Bed Number 2,60,51,9
2012-06-05,3,Bed Number 3,92,4,88
2012-06-06,1,Bed Number 1,63,36,27
2012-06-06,2,Bed Number 2,63,23,40
2012-06-06,3,Bed Number 3,44,4,40
2012-06-07,1,Bed Number 1,16,4,12
2012-06-07,2,Bed Number 2,88,68,20
2012-06-07,3,Bed Number 3,46,24,22
2012-06-08,1,Bed Number 1,88,11,77
2012-06-08,2,Bed Number 2,39,0,39
2012-06-08,3,Bed Number 3,46,28,18
2012-06-09,1,Bed Number 1,15,7,8
2012-06-09,2,Bed Number 2,81,15,66
2012-06-09,3,Bed Number 3,75,46,29
2012-06-10,1,Bed Number 1,61,1,60
2012-06-10,2,Bed Number 2,27,1,26
2012-06-10,3,Bed Number 3,89,41,48
2012-06-11,1,Bed Number 1,99,70,29
2012-06-11,2,Bed Number 2,37,4,33
2012-06-11,3,Bed Number 3,85,80,5
2012-06-12,1,Bed Number 1,54,40,14
2012-06-12,2,Bed Number 2,54,25,29
2012-06-12,3,Bed Number 3,47,12,35
2012-06-13,1,Bed Number 1,11,4,7
2012-06-13,2,Bed Number 2,37,31,6
2012-06-13,3,Bed Number 3,54,17,37
2012-06-14,1,Bed Number 1,65,18,47
2012-06-14,2,Bed Number 2,85,67,18
2012-06-14,3,Bed Number 3,81,75,6
2012-06-15,1,Bed Number 1,93,21,72
2012-06-15,2,Bed Number 2,56,41,15
2012-06-15,3,Bed Number 3,74,62,12
2012-06-16,1,Bed Number 1,39,10,29
2012-06-16,2,Bed Number 2,20,15,5
2012-06-16,3,Bed Number 3,57,30,27
2012-06-17,1,Bed Number 1,20,9,11
2012-06-17,2,Bed Number 2,61,16,45
2012-06-17,3,Bed Number 3,61,0,61
2012-06-18,1,Bed Number 1,30,6,24
2012-06-18,2,Bed Number 2,55,34,21
2012-06-18,3,Bed Number 3,89,48,41
2012-06-19,1,Bed Number 1,93,1,92
2012-06-19,2,Bed Number 2,84,5,79
2012-06-19,3,Bed Number 3,24,4,20
2012-06-20,1,Bed Number 1,97,95,2
2012-06-20,2,Bed Number 2,43,26,17
2012-06-20,3,Bed Number 3,10,6,4
2012-06-21,1,Bed Number 1,82,7,75
2012-06-21,2,Bed Number 2,73,68,5
2012-06-21,3,Bed Number 3,68,23,45
2012-06-22,1,Bed Number 1,84,1,83
2012-06-22,2,Bed Number 2,30,26,4
2012-06-22,3,Bed Number 3,32,28,4
2012-06-23,1,Bed Number 1,54,48,6
2012-06-23,2,Bed Number 2,17,8,9
2012-06-23,3,Bed Number 3,45,10,35
2012-06-24,1,Bed Number 1,31,23,8
2012-06-24,2,Bed Number 2,36,11,25
2012-06-24,3,Bed Number 3,88,63,25
2012-06-25,1,Bed Number 1,22,9,13
2012-06-25,2,Bed Number 2,40,19,21
2012-06-25,3,Bed Number 3,96,89,7
2012-06-26,1,Bed Number 1,83,70,13
2012-06-26,2,Bed Number 2,67,36,31
2012-06-26,3,Bed Number 3,18,1,17
2012-06-27,1,Bed Number 1,68,67,1
2012-06-27,2,Bed Number 2,99,79,20
2012-06-27,3,Bed Number 3,97,88,9
2012-06-28,1,Bed Number 1,91,60,31
2012-06-28,2,Bed Number 2,87,73,14
2012-06-28,3,Bed Number 3,94,4,90
2012-06-29,1,Bed Number 1,70,39,31
2012-06-29,2,Bed Number 2,28,28,0
2012-06-29,3,Bed Number 3,78,20,58
2012-06-30,1,Bed Number 1,91,32,59
2012-06-30,2,Bed Number 2,76,45,31
2012-06-30,3,Bed Number 3,44,41,3
2012-07-01,1,Bed Number 1,42,2,40
2012-07-01,2,Bed Number 2,81,62,19
2012-07-01,3,Bed Number 3,57,52,5
2012-07-02,1,Bed Number 1,65,49,16
2012-07-02,2,Bed Number 2,68,61,7
2012-07-02,3,Bed Number 3,64,38,26
2012-07-03,1,Bed Number 1,28,21,7
2012-07-03,2,Bed Number 2,43,31,12
2012-07-03,3,Bed Number 3,35,1,34
2012-07-04,1,Bed Number 1,30,2,28
2012-07-04,2,Bed Number 2,91,52,39
2012-07-04,3,Bed Number 3,17,4,13
2012-07-05,1,Bed Number 1,94,61,33
2012-07-05,2,Bed Number 2,27,1,26
2012-07-05,3,Bed Number 3,81,53,28
2012-07-06,1,Bed Number 1,15,9,6
2012-07-06,2,Bed Number 2,61,54,7
2012-07-06,3,Bed Number 3,86,63,23
2012-07-07,1,Bed Number 1,37,15,22
2012-07-07,2,Bed Number 2,99,79,20
2012-07-07,3,Bed Number 3,30,20,10
2012-07-08,1,Bed Number 1,35,2,33
2012-07-08,2,Bed Number 2,99,73,26
2012-07-08,3,Bed Number 3,30,14,16
2012-07-09,1,Bed Number 1,27,20,7
2012-07-09,2,Bed Number 2,30,18,12
2012-07-09,3,Bed Number 3,13,11,2
2012-07-10,1,Bed Number 1,83,42,41
2012-07-10,2,Bed Number 2,18,16,2
2012-07-10,3,Bed Number 3,83,65,18
2012-07-11,1,Bed Number 1,80,3,77
2012-07-11,2,Bed Number 2,37,22,15
2012-07-11,3,Bed Number 3,38,15,23
2012-07-12,1,Bed Number 1,57,28,29
2012-07-12,2,Bed Number 2,19,4,15
2012-07-12,3,Bed Number 3,38,33,5
2012-07-13,1,Bed Number 1,31,22,9
2012-07-13,2,Bed Number 2,81,47,34
2012-07-13,3,Bed Number 3,43,43,0
2012-07-14,1,Bed Number 1,20,9,11
2012-07-14,2,Bed Number 2,40,13,27
2012-07-14,3,Bed Number 3,11,4,7
2012-07-15,1,Bed Number 1,68,3,65
2012-07-15,2,Bed Number 2,51,30,21
2012-07-15,3,Bed Number 3,26,21,5
2012-07-16,1,Bed Number 1,99,40,59
2012-07-16,2,Bed Number 2,14,11,3
2012-07-16,3,Bed Number 3,10,5,5
2012-07-17,1,Bed Number 1,58,7,51
2012-07-17,2,Bed Number 2,91,12,79
2012-07-17,3,Bed Number 3,46,33,13
2012-07-18,1,Bed Number 1,51,21,30
2012-07-18,2,Bed Number 2,78,77,1
2012-07-18,3,Bed Number 3,90,8,82
2012-07-19,1,Bed Number 1,82,57,25
2012-07-19,2,Bed Number 2,47,37,10
2012-07-19,3,Bed Number 3,28,26,2
2012-07-20,1,Bed Number 1,21,21,0
2012-07-20,2,Bed Number 2,44,9,35
2012-07-20,3,Bed Number 3,23,3,20
2012-07-21,1,Bed Number 1,23,4,19
2012-07-21,2,Bed Number 2,26,4,22
2012-07-21,3,Bed Number 3,96,60,36
2012-07-22,1,Bed Number 1,39,36,3
2012-07-22,2,Bed Number 2,39,32,7
2012-07-22,3,Bed Number 3,39,10,29
2012-07-23,1,Bed Number 1,75,49,26
2012-07-23,2,Bed Number 2,64,28,36
2012-07-23,3,Bed Number 3,88,68,20
2012-07-24,1,Bed Number 1,54,34,20
2012-07-24,2,Bed Number 2,63,39,24
2012-07-24,3,Bed Number 3,55,46,9
2012-07-25,1,Bed Number 1,61,13,48
2012-07-25,2,Bed Number 2,23,17,6
2012-07-25,3,Bed Number 3,33,28,5
2012-07-26,1,Bed Number 1,98,94,4
2012-07-26,2,Bed Number 2,18,17,1
2012-07-26,3,Bed Number 3,31,5,26
2012-07-27,1,Bed Number 1,68,22,46
2012-07-27,2,Bed Number 2,34,9,25
2012-07-27,3,Bed Number 3,72,24,48
2012-07-28,1,Bed Number 1,90,12,78
2012-07-28,2,Bed Number 2,51,20,31
2012-07-28,3,Bed Number 3,68,6,62
2012-07-29,1,Bed Number 1,51,12,39
2012-07-29,2,Bed Number 2,44,11,33
2012-07-29,3,Bed Number 3,87,21,66
2012-07-30,1,Bed Number 1,33,0,33
2012-07-30,2,Bed Number 2,41,12,29
2012-07-30,3,Bed Number 3,84,47,37
2012-07-31,1,Bed Number 1,17,10,7
2012-07-31,2,Bed Number 2,11,11,0
2012-07-31,3,Bed Number 3,31,23,8
2012-08-01,1,Bed Number 1,78,78,0
2012-08-01,2,Bed Number 2,35,0,35
2012-08-01,3,Bed Number 3,49,2,47
2012-08-02,1,Bed Number 1,75,58,17
2012-08-02,2,Bed Number 2,73,1,72
2012-08-02,3,Bed Number 3,99,60,39
2012-08-03,1,Bed Number 1,58,43,15
2012-08-03,2,Bed Number 2,62,16,46
2012-08-03,3,Bed Number 3,100,3,97
2012-08-04,1,Bed Number 1,91,67,24
2012-08-04,2,Bed Number 2,63,27,36
2012-08-04,3,Bed Number 3,30,4,26
2012-08-05,1,Bed Number 1,90,78,12
2012-08-05,2,Bed Number 2,57,25,32
2012-08-05,3,Bed Number 3,56,29,27
2012-08-06,1,Bed Number 1,98,47,51
2012-08-06,2,Bed Number 2,56,36,20
2012-08-06,3,Bed Number 3,59,21,38
2012-08-07,1,Bed Number 1,27,27,0
